#,winery_id,winery,country
5250,4f5599b5464a875ddb750f16a5cd501e,Woodside,US
5251,4f57c499b6043c07d591dbb29e76dfcf,Westwood,US
5252,4f59bb4a7452b0fc46c9ce23fcf1803b,Château Haut-Lansac,France
5253,4f59d1484cb60e72a6c7301a6f2d581c,Single Wheel,US
5254,4f5dc04f70b1c6b0ca6ec6a801f3608a,Espana Robles,US
5255,4f5e1dd0df26d1228a1fb1b12d20d92c,Doqi,Georgia
5256,4f60f7ca44bd8a80c87465ab442547db,Ressò,Spain
5257,4f6f06ee8f4bde39af104256a5485350,La Fiera,Italy
5258,4f74c81185bdafc7f9b58c1f26b0e0a3,Twisted River,Germany
5259,4f758e1b30de1ac52eb7c0694909f37f,Workman Ayer,US
5260,4f7aedafc88cd87b4648d7771d5e5789,Willow Creek,Australia
5261,4f7c734440d25b4378aea117fba85f26,Château du Vieux-Guinot,France
5262,4f831de13114357984dca53b522d9149,Page Cellars,US
5263,4f89edafa5c4ea6acdef781f0be9c5d9,Nicholson Ranch,US
5264,4f8e6030ee26f5210805d01358a7306d,Rocking K,US
5265,4f8ead9162b2ea40660e4a6351951061,Markus Wine Co,US
5266,4f931e4419a0fe4250021b32bd0ae698,McClean X,US
5267,4f96bdb2991f48983158c1c2ce06aa8c,Jezreel,Israel
5268,4f9733a3d075907e6600e15860de3ea4,Forefathers,US
5269,4f9984e27b973f9f8d81a7afe7675423,Mas Fi,Spain
5270,4f9d026773c714a3f363c9f68b8d1713,Pinanfarina,US
5271,4fa19afb7df0b6398a97874954ab827d,Castelvecchi,Italy
5272,4fa293204058b5748b28a0309a10a221,Valdonica,Italy
5273,4fa4dea566ef6f3f8325c21bf57d92c8,Château Lauzanet,France
5274,4face8c9b6ce96eda19e9a7a4c00c636,Antico Castello,Italy
5275,4fb01554e755ee576e632f69317cba68,Kingman,US
5276,4fb09a0ce9b349c9d20244167a1bec93,Barrage Cellars,US
5277,4fb0b6b5282984d4b883649fa19f6456,Rutherford Hill,US
5278,4fb174ea59b189de5eee79b500d18137,Sorelli,Italy
5279,4fb4d9c6f7cd47bc7983f93aff4d1848,Palaia Vineyards,US
5280,4fbe8551eb61ca0b4178ade4b5679a00,Domaine Les Carmels,France
5281,4fcd8a15b69ccf80ae84f8ced283d8fe,Château Haut Gravet,France
5282,4fcf1f379cf986d49b52ca5f2ebe8947,Hoopes,US
5283,4fd1534508352fa67136db1625ba659c,Ketcham Estate,US
5284,4fd4f2793f8e018b5ce476d6cb0b2a6f,Mariposa,US
5285,4fd5c10d6d9acdd1897517202c380b14,Castro Martin,Spain
5286,4fd9cb3bbcbf1878d343ef3abeda34ec,Square Peg,US
5287,4fdbfbaa7c25e55c720955db7d4c638a,Lanciola,Italy
5288,4fdcb0abee4ede9b7482ec8b0586b644,Bryter,US
5289,4fde2012b9eb9d559f3ff58a948bec01,Château Mangot,France
5290,4fe834e7b2c7f3af9eac3ebc3f30ce11,Mount Baker,US
5291,4fe83657afaacdd6ca637ee02b1f4827,Château les Bertrands,France
5292,4ff1d151d1ebd62263604b3a9fa2b535,Château le Chêne,France
5293,4ff88e57496d152e1af2c41cd04dbf49,Q Sonoma,US
5294,4ffde4beb67f38a418ae28447c71e6d3,Château Clairac,France
5295,4ffe3549e46e300dcacaa9e412c6bab9,Maxville,US
5296,5008e536603920b984d629997ea666c4,Vieux Château Mazerat,France
5297,500a0d3c4c457cfbe79d39d5deefc1f5,Longevity,US
5298,500a572d801aa9a1f82624173eb1e09a,Büyülübağ,
5299,50105d142316fd1be992f85ee4674714,Château de l'Enclos,France
5300,5010f864b87a30ca20a69f27b086bda6,Polz,Austria
5301,50112c733329ae28c57bf4f12e30343d,Casa Santos Lima,Portugal
5302,501cae11a58ef9a6742d7fc3771debcf,William Marie,US
5303,501e8e912d1accdbb19c507f5dbecf60,Cerruti,US
5304,5027c86afa5b3e1c1fb621272b95233a,Tenuta Santa Maria,Italy
5305,5031d1cd00bd9c1aae84bded23157727,Blondie,US
5306,50325ff67cc7df00893d2c5cd58ff8c4,Estate 1856,US
5307,50342efaa5f762f87a9ee2614110cede,La Cave de Pomerols,France
5308,504051b4fb0a2380da865e1e7ac44a40,Château Barrail Chevrol,France
5309,505254a4a6fc514659a609d1ad114948,Don & Sons,US
5310,505423602458d56514dccd92ad073856,Sant'Anjelus,Italy
5311,50598750d8cb647c0d951f6dfbe7be05,Salentein,Argentina
5312,5063543914a345b5a95af585681bbe70,La Cignozza,Italy
5313,50649d522c24247913af5c1bd83362e9,Roccolo Grassi,Italy
5314,506ac0760cace687e28521b5c7deb1a4,Peter Mertes,Germany
5315,506b841d822a0e979fc419c9361a610e,Cantine Ermes,Italy
5316,507411f517cbadcf49b21777dfe0d45e,Hom,Argentina
5317,5077df715055a1782cd178f5c2f567fe,Guastaferro,Italy
5318,507e62302c75c2662cb730dc36e9a8a5,Zumaya,Spain
5319,507e63680a20cda2209a3808dea3b8cc,Pflücken,Germany
5320,50828a670c79c85fcd382e73ff2a6087,Legón,Spain
5321,50881f9ae18b87838a11419d17c2e5dc,Riecine,Italy
5322,5088ddbe134170901453af355ed2a0a9,Ben Ish,US
5323,508967f9bfe9984b3113a0b1c2026879,Foradori,Italy
5324,508eef018e87a2a734f4182ffb7efe22,H & G,US
5325,5092f54fbc3ff7333ed8ae0b7824d038,Cielo Malibu Estate Vineyards,US
5326,5097c53bbe5aa33e6ec6cb1df6ac3b4a,Bodegas Olarra,Spain
5327,5098cfa1224f8792e09cfe9a121590aa,Martin & Weyrich,US
5328,50991bbb90abd21b4fdd5ff8577bbb33,Monterey Vineyard,US
5329,509a1e7aa0e599e62f35b503de9235ec,J. Moss Wines,US
5330,50a067515da8f945007d43400bc7ca57,Edge,US
5331,50a3d8c7de8bd91c576b5d87843aef6d,Corte Mainente,Italy
5332,50a7d05c34ff7e4a5dd699fb580a6905,Domaine de la Pepière,France
5333,50a8a4742ddf58a4bf159780f09fc75e,Deep Sea,US
5334,50a9adf842670f2ecc04195c484adef0,Skalli,France
5335,50ae93a5e1d2cbfa5422b71bba10b09c,Bortolomiol,Italy
5336,50af4ff8d3f40752ed123bc664ac65a3,Familia Solana,Spain
5337,50b622e66de6be57273c96a4d16a342e,Gianni Buonomo,US
5338,50bbffbbb75adeccf1f3fe8b0734ba78,Viña Otano,Spain
5339,50bd0286ae068e06e34845cdf040d3ef,Hillersden,New Zealand
5340,50be0d4672192f20aa2734ce5a601dc5,Devil's Advocate,US
5341,50c01738752855754a730af9e1752570,The Six Masters,Australia
5342,50c5f0622c0dac4334074455ac4858d6,Tin Roof,US
5343,50c968601ae9eacace87b269147ed415,Poggio il Castellare,Italy
5344,50cb9cae392abbf78f85c28995945fd6,August Briggs,US
5345,50cf8be3bd76a28e49be20f1100e41fb,Château de Beauregard-Ducourt,France
5346,50d2db4d83a4745fa9300c78b1a98db7,Shah Estate,US
5347,50d800c3772c69b9f8198a776b3d7de2,Quinta de Chocapalha,Portugal
5348,50debbad70a0765af96d11242ad42c88,Bodegas Campiña,Spain
5349,50e420d4c29bdce23feeb5548df16ac1,Carter Estate,US
5350,50eeed7c6bcfe62f53b559f165b86ee0,Zagan's Fire,US
5351,50f16a175b5d3987b7519b484873fae8,Cantina dei Colli Amerini,Italy
5352,50f1c6ed49cb5d90a9622cb217f04b13,Kay Brothers,Australia
5353,50f2d46dbe3344decce1fc365619d299,Burrell School Vineyards,US
5354,50fb23b3b791b32f22580a4b167f0b40,Bateaux Cellars,US
5355,50fda12e9bb1ca2690a0dedc29740ca5,Gouguenheim Winery,Argentina
5356,51065daf2aff4649351e296cd175cc6a,Vidal,New Zealand
5357,510e0b0b5bdca4f70d467358c6c716ee,Reynvaan Family Vineyards,US
5358,5111edfaa4b171984f665dafb0e54f94,Château Margaux,France
5359,51138fc29581db1cfee3c97cc8af247c,Château Lande de Bertin,France
5360,5123138ba7bf09cf02c7ee5a02cb0081,Masseria del Fauno,Italy
5361,5127e040590ed47e29050545195589ec,Château Gazin,France
5362,5129f1cf43bef21fde341a30fe33766f,Soquel Vineyards,US
5363,512b466d8ac3a814cff72f3ffcd34f07,Florio,Italy
5364,512d490fae64eb5456f4ee715deef02a,Saladini Pilastri,Italy
5365,51338fe505300a1c2c7da7771ab99f08,Viña Antigua,Argentina
5366,514073409bb84da1a9af2fd6f21c9555,Domaine du Tunnel,France
5367,514f2809d10f91a40330e75324b3c1c2,Ascheri,Italy
5368,51521b2fca8263826428fd019ff02903,Nk'Mip Cellars,Canada
5369,5153d56c050a733aab015af517c7a64e,Flying Angels,Chile
5370,515757b96cbe023043b69b2a20fd1aac,Glaetzer-Dixon,Australia
5371,515cf73f136aebfde0ddf73473b8ac89,Château Croix de Gentis,France
5372,516348beed1dba80e7cabec1e503b944,Cascina Adelaide,Italy
5373,5163a7e67236bc0d1230bb3c197421f9,Fattoria Campigiana,Italy
5374,5165eb3595c93b2aafc0407bd7f8f64e,Cima Collina,US
5375,5166122957f52fac0ad03a9c874f6fb4,Tara Bella,US
5376,5166ad4b3d1d0fce9336f79012e1ae45,Craneford,Australia
5377,516d7598754a07cf87bfef2975cafb35,Alpataco,Argentina
5378,516e1531c0dab8675fb617dc4794b46f,Huia,New Zealand
5379,516e77c727be7bb0362bda2e0f9c1a54,Temple Bruer,Australia
5380,51705868c6ca424c9b8dbe6cc984cefd,Paul Prieur et Fils,France
5381,5171d33551251879ae52dde004bb716a,James River,US
5382,51724dff64ed030c5f4d1b3e2070520b,Pelter,Israel
5383,5172794c20b4247d3d9d6b08543a3604,Casalnova,Italy
5384,51731eb597f2ea043a9693dade9813c5,Domaine de Ménard,France
5385,5173550c57e512382f1317c15ab8c42a,Vitevis,Italy
5386,5178038d74b74b3e14d9b48027b4e665,Marita's Vineyard,US
5387,517daad4aa9e505b080df7e46b8ce881,Maison Nicolas,France
5388,51810b3e09ab06ecfc856aaab162d366,Piegaia,Italy
5389,51839ae3d72d8e516fda2c85ea482ceb,Brovia,Italy
5390,51856fe3a3b3048bb1d6860cbfda7e4e,Domaine Saint Antonin,France
5391,518bdda9b8a380e44f61b1aeab982beb,60 North,US
5392,518eff4323d55196cb8a7d698f3bdfe8,Skinnygirl,US
5393,51928e2e45c031171e5c7e6bea1fc6ec,Lawrelin,US
5394,519ad14a0196c43ffa8792edf5bbb772,Eaglewood,US
5395,519dcab7c4d8ccf8cce34ce8ff7cff4e,Kalbarri,Australia
5396,51a0cd0ad5c8c2c7e7502e36efe141f1,Alberto Nani,Italy
5397,51a73a695ad951cb8009f6a4b7791ee0,Perusini,Italy
5398,51a9f2030b70eafd6874e016532a03f1,Château Rol Valentin,France
5399,51b4a9781c2129c3108f4c98a6596347,Monteabellón,Spain
5400,51b68de877cd91ba84db97b661aaf45d,Sutter Home,US
5401,51b77c96f7775d53b8d8469d49b5411c,Mark Ryan,US
5402,51b80814152e66a813e5f363c67d704e,Château Soutard,France
5403,51b89db0a62c2c4af81d3ad8531b0f3f,Château Cluzan,France
5404,51b95efa1db561be193f755bf426f48a,Freixenet,Spain
5405,51c72f4bb6d2ee19c9027c869750ad09,Vinoce,US
5406,51cdd5cc3f50957e8dbc50ae142c03c3,Bodegas Cerrosol,Spain
5407,51d194cfb1956e4f1715e22c054d5ed7,Campillo,Spain
5408,51d5b68ba6d5a54de9f8beda1e96e69c,San Pedro,Chile
5409,51d5ba9af05ca231d766d17bcadd9559,Burton,Australia
5410,51d86c337b2bb7bf0a8398043207f341,Biondi Santi,Italy
5411,51dac0c283220b4cd53d7a17cd3d7c5e,Robert Ramsay,US
5412,51e06ee230d352ee6d25c28c4bb4ebe3,Vietti,Italy
5413,51e1a11ccf10a3679c01294de0f83dc8,Pedernales,US
5414,51e3e7eb971345c94ffebf620d569357,Añoro,Argentina
5415,51e6ff5701434ab28ba154db06c81c77,Belden Barns,US
5416,51e7581dae0d0c9e13d941f2b632e5fe,Chasseur,US
5417,51e7c48d797e7a535a10810cb0e77b17,Cepa 21,Spain
5418,51eb2389af6f61b32d9bb339cc90c185,Sibling Rivalry,Australia
5419,51eb33e2c0091317210e361954d01a3c,Coffele,Italy
5420,51f397091bca8e5e19c52f67482a9386,Chocolate Box,Australia
5421,51f609ca0277991a56fbaf96ad5fb70d,Roberto Mascelloni,Italy
5422,51f693fa4191324993868cc47bc3ba7b,Rudera,South Africa
5423,51fe26d78dc1f549678568b6d1ebb0e5,Potek,US
5424,5204713111100f8cf9a10392784947eb,Argiolas,Italy
5425,520734402bbae8ecc14ddfaa2d1335d8,Vignobles Falgueyret Leglise,France
5426,5209dcb623f351fa5a19ae03c8ebebdd,4 Cellars,US
5427,520d285da289e9235c71792e048b6d01,Cielo e Terra,Italy
5428,521147125aaee9b6739c5ed09d096f3a,New Kent,US
5429,52168b91ee4406a99d0b9c5593ceb421,Château Haut Cabut,France
5430,52283c2dbe94f3e735a8d1e3d6280e47,Château de Cérons,France
5431,52298420ade310a45dd73dd46e98158f,Kings Ridge,US
5432,522c77166deaa7ed4ce8dc4b294d7fb3,Ca' dei Zago,Italy
5433,523407779a6b8a6212b575f0e166dd30,Quinta do Crasto,Portugal
5434,523a708a7c83fad32a005c351dbcf096,Cave Freudenreich,France
5435,523dcaae96e7daa2ad42f308d80dadcd,Hartenberg,South Africa
5436,52444ef399c8749b3821890634199fb9,Anam Cara,US
5437,5244c36eee9c93699a69ed51fd654f06,Sauvignon Republic,New Zealand
5438,5248491bfdf9b29e5fbac59d5fb6a57e,Delgadillo,US
5439,5255d6da7b852ec80753c4e56cbaa8e0,Vignerons de Tavel,France
5440,52582a3d99ab0ab73214b95bc678ced0,Domaine Jamet,France
5441,525a53decc65c9c2f1ba54a77fcc16a0,Colli di Lapio,Italy
5442,525fe45ca2489dcf50021b3574767457,Veranda Beach,US
5443,52606b54f5287966ff1d68e3706c116c,Le Bord'eau du Clos des Moiselles,France
5444,52632ec75f19ad38ba5ce957492087da,Gva'ot,Israel
5445,5263adca0bb755b1418bc0944e141ea9,Three Rivers,US
5446,5264846c45d9ef7ec5927d9447309113,Ca' de Calle,Argentina
5447,52651a8c8603568842ee4196c7509523,Mulvane Wine Co.,US
5448,526542642615862980ca3a61e83cacb9,Domaine Patrice Colin,France
5449,5265ebddf84f671275a985431b5c17dc,Chinook,US
5450,526759f294dc537e6c6c58cf88a184f3,Apogee,Australia
5451,5267a064d1031e00353cafba1b4345f4,Gottfried Mocke Wine Projects,South Africa
5452,526bb18561cc6271a4a848d5afa9cdbe,J. M. Gobillard et Fils,France
5453,526df46db9f4de1e0cc048da3fee1d47,I Vigneri,Italy
5454,526f62c9d7a7f2388a038f0d34990789,Lirica,Croatia
5455,5271d1a51980492491cc87c2c063e9eb,SonVida,Argentina
5456,5275dc278a049fb15e4b02a48534e281,Casanova di Neri,Italy
5457,5277bfa878ac88f890fdbb3978650a7f,Grans-Fassian,Germany
5458,527c5b9671541bde54bc11423339ec65,Pat Paulsen Vineyards,US
5459,527ca1382e1d38ed963b0c76f914828b,Bodegas Tarima,Spain
5460,527f59076cdf7ed9ecc6e93d07049cbf,Rivera de Castilla,Spain
5461,52821bee1f579e5a6188bb6bbf386521,Huerta de Albalá,Spain
5462,528395a60686a9260c92e704b77f5c97,Château La Mission Haut-Brion,France
5463,5293b0a1a93cb91efab8326160df0660,Giacomo Vico,Italy
5464,529c154949789128874544e011aac9f8,Clos Dady,France
5465,529cef3c7e436c65f247f2afb4f55e61,Corey Creek,US
5466,52a2411b5303a94c28244a20b9bfcc28,Iota Cellars,US
5467,52a6423fd5c7acb453df0f79d3fd8d91,Trocard,France
5468,52b46e71f50dfd0540e410eedaac7612,Château Graves de Pez,France
5469,52b613f198681d7c84b1f82fc6517a6f,Frank & Serafico,Italy
5470,52b8f743d9f0dc03cb223a3de1702cfb,Raymond,US
5471,52b9210c8ee58e37ba6f4acd3547aae8,Torre Raone,Italy
5472,52bac860d167151b6595489febb45419,Nevis Bluff,New Zealand
5473,52be3ef1a4f5f3008218c6ab13d1150c,Vinadeis,France
5474,52bf61c4bde8fd146b38ce97fc33e488,Mont-Ferrant,Spain
5475,52c343e408fe0fb8995e4716e7dddeef,Villa Wolf,Germany
5476,52c62978a172be554efd2d19b6643460,Vinos Magbel,Mexico
5477,52c8d6d166986ed780e96e050f352ae4,Zolo,Argentina
5478,52c931ddeab6c88a6d1968bc729ed777,Château Gauthier,France
5479,52c9b30f2d40bf09b053c84271efe279,Titora,Israel
5480,52c9c82a384adc48c5069098b3b90480,1850,US
5481,52cbeeff3ec4bf140c22112fa154b813,Cantina Produttori di Valdobbiadene,Italy
5482,52ccde8425d1743490e4cd7faa55a40a,K&M;,US
5483,52d0dca027df85dfa9e51b413091117a,Rare,US
5484,52d25b1e8eb8223a37c2faca4714576d,Hesketh,Australia
5485,52d346a50a8c3555411208508670aa88,Uggiano,Italy
5486,52d4ba3b949777a9d35f319799d519d0,Château Haut Bages Libéral,France
5487,52debba5dd42aaf4be46788ce7252c2d,Escalada Do Sil,Spain
5488,52df308a30bc8370506ffe111ddddafb,Kathryn Kennedy,US
5489,52e42f09f98636518bd8b5fe9130b521,Château de Ségriès,France
5490,52e6f171be5e874e7f15a5c4f0e9fac6,Dorigo,Italy
5491,52e7ab8d5f34fd69e06a73dd57c2070b,Black Opal,Australia
5492,52eb5437d69cc93d040d9386384bbc99,Black's Station,US
5493,52f2b8320555d682a87022dda247883d,Les Hauts de Lagarde,France
5494,52f3669f73cb6f34c6410b1ba33acd8f,Fournier Père et Fils,France
5495,52fa51b9f426b61a8b0c98b9a55f26b0,Woodbridge,US
5496,52fcfbf4d4de8806899af593429d78b0,Xavier Flouret,South Africa
5497,52fd6ec55e916dd26ffca426c67de479,Château Naudeau,France
5498,52fe911be18c01fe0571fe96e30ae051,Bernardis,Italy
5499,52ff192e194566f9137328e07afd5e2a,Dillon,US
5500,52ff4f804a2d47de855f04a13fb44539,Hickinbotham,Australia
5501,5308ab792a7161f0fe65476ade5a534d,Durant,US
5502,530c3b789ffceae95df0571e7208331f,Bibi Graetz,Italy
5503,530d12df8777e3d89d5f8215d2568ae9,Scarlett,US
5504,53139e4314477e595456e1075539cea2,Château Réal Martin,France
5505,53167d08eaae97954b508e8f090dd4a2,Nora da Neve,Spain
5506,531962688e5c30572cf7e7727b76342b,Scarlet of Paris,France
5507,5319de80620d0234ad3882ae483c41cf,Castello d'Albola,Italy
5508,53232c09d0a5ae059c9f114178aa7091,Château Bertinerie,France
5509,532c153e4d0e1d3e8b4fcab8e0d5839f,Vasco Urbano,US
5510,53368129101b7201ad35a4e6f1d96ce8,Château des Charmes,Canada
5511,53374a377b3fec75a4aab863c78b1a5f,Fogline Vineyards,US
5512,533eea935f005b35418323536ecbe5d9,Château Haut Coteau,France
5513,534bf3b55015c34fe574d513c7bb5fdf,Jean Laurent,France
5514,534f402fa9fd6d90b9905b2c6352aff3,Domaine des Deux Roches,France
5515,534fc5502ac59b85c42056e41b91fa07,Con un Par,Spain
5516,534fc68acc5ca4f6f3e288f6f0d4bd63,Chantebelle,France
5517,536270fb0e66b7b62168e3e5c26f139a,Vignobles Grandeau,France
5518,536880f871d9c4b183f91cc31f158e16,Château Saint-Florian,France
5519,536a6ea19c2a7199dc20db2496418d0c,Castorani,Italy
5520,536bf1c9a2cb2a76293265708c5d008c,Tyrrell's,Australia
5521,536c4c6eae2b683c7d72e185b0172dc0,Killian,US
5522,536c6b1fd2c4325d8b9f1554656a5be6,Château Tayet,France
5523,536c7a018e64d8c94a51a77d9f078f7d,Pepperwood Grove,US
5524,537276c8a408ba6a544cd026d4bc424b,Château de Pressac,France
5525,537751c288b695c238ac57e33021aaaa,Château Lastours,France
5526,5382ee1248650258a217ef3bfaab6665,Château du Retout,France
5527,53830e841370f922b97a5dcc6272ce3d,Martin Estate,US
5528,5386a2f35892f1d1e0a7be9da65d0ec6,Château d'Agassac,France
5529,538b64e9f7c853d18625947c2e4b0365,Pinuaga,Spain
5530,53989242c209b6114300a6608977fe8f,Cà Maiol,Italy
5531,53a4a9a9a0949f13691ce8a87e5b4492,Luberri,Spain
5532,53a8ffce27ab67ade170afd5306d7ee4,Château Coutet Saint-Emilion,France
5533,53aa6f5acafb4251a3bcf040eb184758,Mania,Spain
5534,53abb09bc8522c07b0d4f6b6752adb01,Piper-Heidsieck,France
5535,53abb85264095744b3ac57caa301319d,Guado al Melo,Italy
5536,53bf00e7aafc3bdb846fb9a33251e47a,Casa Roma,Italy
5537,53c62125718e985050ce045eb0424e6d,Heritage Road,Australia
5538,53c8353bc219c979f38b215a13806d90,Labouré-Roi,France
5539,53c846490dd65c630ab5a39643e0dcc8,Quara,Argentina
5540,53caa2d31db68d93415b509f5355307f,Château Timberlay,France
5541,53ce93406180be70858b30f8d5d9faa4,Travignoli,Italy
5542,53d79048fba93b869f0f0ec7183d6430,Cirque du Vin,US
5543,53e00b39a517428c8bc46b68704351a7,Twelve Staves,Australia
5544,53e13634334deea7917f36bd5424ccdf,Layer Cake,US
5545,53e6ed4e5ce54725695cc6d09ada41b1,Fleur de Charme,France
5546,53e91b3eaa00561df7918f33be09d2f0,Domaine du Clos des Fées,France
5547,53ed834b1ac6716993262fc4ef8b1ec5,Pierre Gerbais,France
5548,53efdb5e6eb12ae9893c00448db963c2,Monthuys Père et Fils,France
5549,53f6d6d59d69e067d4c30228e662625c,Cameron Hughes,US
5550,53fb1028165a11bed0d9c3400c08d27d,Lincourt,US
5551,54010fc380fec248b488aaf6f10f7244,Château Sainte-Anne,France
5552,54013e2c479df02bc20a69742daab5a6,Bellenda,Italy
5553,540251a9c8a77f235e820bcb58dc6e3e,M. & J-F Bertrand,France
5554,5409e02d32ffb9ba7a3d37e08bf6e767,Stylo,Spain
5555,540f99f6fbd7a755ac04ac1ab89bfefb,Domaine des Marrans,France
5556,54103f6ea16f128ebef3af0dd49db5e1,Château Labrousse,France
5557,5410de20255c05efa2377b558371d9d4,Bailiwick,US
5558,5411fd661c51f884a728368621254248,Finca la Celia,Argentina
5559,5412848312316611ca36eee032b043e9,Château de Laville,France
5560,5418784b247ac8a86f20b0804724489a,Disruption,US
5561,5418f419c539006dda1bbc9c462ea502,Château Lafon Rochet,France
5562,5421f04ee8c11d3ae6c5075e4ba0f378,Owen Roe,US
5563,542772f6507b5221f4539fbed1789971,Michael Florentino,US
5564,542cb332d28ee916175e04224e903a69,HAGT,US
5565,542de79a747042eeb5a69340a40c49a0,Rubinelli Vajol,Italy
5566,5430aac364362d91a65d85831dfd70b0,Sogrape,Portugal
5567,5431fa67df8e700457ad2517784bcac0,Château Moulin Saint-Georges,France
5568,5432d4a124944cfe6e8d48575c25b924,Zeitgeist,US
5569,54360d8ca701f1d5b07d0bc58aaf2802,Arista,US
5570,54383055df0fd9f5c5e832a234fbc6bb,Château la Couspaude,France
5571,5438990ab4ad9222c003c59fe2d1948b,San Quirico,Italy
5572,543d0e53bc3b017eeec665cb6fa2072f,Earthworks,Australia
5573,5440ce66e27c550e74ebb7af72923fb8,Cru,US
5574,544165fa87497bded6485021e8a30d30,Domaine de Boischampt,France
5575,54474b0bb79d205bbe462cf1e00605a2,Frankland Estate,Australia
5576,5457118bb4c484adcc1ff6ed1b8e00a1,Flywheel,US
5577,545852c1190edd7220e0c087007c0312,Arndorfer,Austria
5578,5458d69b958bf53a35926d74104929b2,Pio Cesare,Italy
5579,545a0e9ad7df723c95a4da8e4e2394ec,Meran,Italy
5580,545cea56ad108aa6828263817682d6f7,Château Lanscade,France
5581,545db44e10caa33070325c5fd96f3591,Pazzo,US
5582,545fd70fd9fcd272cb3053ea67d99550,Cantine Elmi,Italy
5583,54615dbfbb1ff61b627c4ad9dd87c0d6,Elizabeth Rose,US
5584,5464ecd9b7c3908367a9793a0cdf6494,Trollop,US
5585,546555c3872a6f118422301c18b84d52,Shypoke,US
5586,546bc2e2ead823533050e04925185a9e,Château Roc Montalon,France
5587,546d5a04151f220e991a5aaccf51c863,Domaine des Corbillières,France
5588,546dffae47dd8bbe64b19e70fb20064e,Shooting Star,US
5589,5470118014babab2c3801c3df7de6078,SERVE,Romania
5590,54766f18b99bba11294d2f85d5476932,Château L'Escadre,France
5591,5477e2df6f0ab86ba59d02c76f484e63,Stonier,Australia
5592,547c9ad8ebd440decc1d6b83455ead84,La Collina dei Lecci,Italy
5593,548786405af3320cc103827b51a929a5,Domaine Fernand Engel,France
5594,548aa2b63d2db386f89ac7f3f3ca27da,Happs,Australia
5595,5490ce379a9ce2d5b10c54205b055ce5,Romanelli,Italy
5596,5495d41da3ee8b412ed8be61b9d9bd94,Monte Pinadillo,Spain
5597,54982a83dbf530dbfe1b6acce1d7358f,Concadoro,Italy
5598,5498ff07e0a40c4b50bf918e6f984aaa,Pioiero,Italy
5599,54991959343d960f54a013f5d473b9d8,Arbéta,Italy
5600,549a4cc76ed13d180be5fc50f4fb6e7a,Saini,US
5601,549bf093809f498ed1c188ee15b25d61,Glenwood Cellars,US
5602,54a185114f2ca779718f1d5e22797885,Heron,France
5603,54a6c9989ccc204fd00c881ab3b8162d,Carlton Hill,US
5604,54a80885462d345745f743146b9dd942,Château la Croix du Casse,France
5605,54b6ef93546ef0c93163bd5e86a95114,A Coroa,Spain
5606,54b7fedd04559286bf4ed38cde2a66a6,Barale Fratelli,Italy
5607,54b84630e56e85e1276b0a500d75b3b2,Gran Cardiel,Spain
5608,54bd10f7d75c2d91e5e6d555d444ba22,General's Ridge,US
5609,54ce072901085ce1329c7b7b5bbcd856,AmByth,US
5610,54daa9ff3a01c7b6adc94e01068ccf37,Sàniger,Spain
5611,54e27a55210295672ababeab5b1017c7,Bauer,Austria
5612,54e3dbfb355495f8a215a6fbc408840d,Donelli,Italy
5613,54f169a1b074575a085c7d79f6cc8084,Trabucchi d'Illasi,Italy
5614,54f30ac6560ee607c149e35a20d71752,Clif Family,US
5615,54f6f303b33ca4bd3eadbddd0631e077,Parmoleto,Italy
5616,54f8f533c79c3bd7082e749d82bee829,Carmen,Chile
5617,54fb6aa90093af3f5c4964b2d7328a24,A.P. Vin,US
5618,54fe1c879475bdc021773c96a21b5933,Amicus by X Winery,US
5619,54fe234fe6dacdcf15d67bd725772702,Bertrand-Delespierre,France
5620,550023bad9b9654a87628de0823cdf15,Domaine Bègue-Mathiot,France
5621,550efbce03259b3440ae7b47beafa8de,Mount Tamalpais,US
5622,550fbc0800acfd844abd6eef25e5f466,Siesta Wines,Argentina
5623,5513719213859e6fa4d323f3e28d1dac,Marchesi Gondi,Italy
5624,55184b3068778569bb0849adee8fb01d,Kaesler,Australia
5625,551b203c62b5c711f7c6431b69248129,Casa Castillo,Spain
5626,551cbf15437bee7b3e39237296f8394a,Joseph Cattin,France
5627,552c02514bdbf601a04a561eaa556b26,Cardinal Rule,US
5628,552c2cae3a844c23ebc3785cb7a0b371,Cavit,Italy
5629,5536e739c22e9d1a72b1f9c14191cc86,Château Virant,France
5630,55373400ab9824f8399fa60411766030,Château Puy-Servain,France
5631,553770811a2594c227c0b3e5dc0d6792,Château Avernus,France
5632,5542b8a5f60c24c1d92c06993d672b6b,Expression 39,US
5633,5547ddb0103545a0f1d502ccd3b80f28,WildStock,US
5634,55489d365ea2e2055b256760df0aed4d,San Francisco Wine Press,US
5635,5550887d7b822bf4c9152d53ad1116f7,L'Oliveto,US
5636,5552e3ae40eef1c1311e8b681b8ba6fc,Scopetani,Italy
5637,5553f3945eb3d25ebaf9d753699a77de,Carillon,Italy
5638,555798bd9f0b123a495fc405aac63d14,Alma Negra,Argentina
5639,555aafdc1f2f9ef40e67ef1cbf8195a8,Alder Springs,US
5640,55604f4428f3a774ff0ca1824ec6b06d,Tenuta Santo Pietro,Italy
5641,5564ab9c64c81e6e1f5f978a5fd6568f,Château des Cabans,France
5642,5567495677da235abb58d23f1f478783,Schloss Gobelsburg,Austria
