#,region_id,province,region_1,region_2
356,3c3ce1aeba001c80ea23226df3395fac,Lombardy,Terrazze Retiche di Sondrio,
357,3c3e5ac6ebc898fca1a05e0e041a4f67,Central Spain,Sierra de Salamanca,
358,3c4c658116181fbc29011c18bd724a4f,Tuscany,Rosso di Montepulciano,
359,3c730839cc8192a59afe6f2fd81a6740,Southern Italy,Rosso di Cerignola,
360,3c8cf5a5a18d9f415183eb50086d8a39,Simonsberg-Paarl,,
361,3c8e4bb74d3da510bf341f983ff1d81c,Provence,Côtes de Provence,
362,3cb5686b4e9b9363e473855f5d806364,Bordeaux,Bordeaux Supérieur,
363,3cb9fb0b5f244811b5d216e887380e4b,California,Atlas Peak,Napa
364,3cbc0a641a7db4c969e902642ed73c2e,Bordeaux,Puisseguin Saint-Émilion,
365,3cbc1041cb41660bf399eba0a29c1ebf,Catalonia,Cava,
366,3cc1af004dcdd44c2b423e3aa4e07e9c,Bordeaux,Lalande de Pomerol,
367,3cc429186d15dfd3ff263a81808ce5a5,Provence,Vin de Pays Var,
368,3cd165620dca0bd89900677285c46245,Franschhoek,,
369,3d4e2b04cd3a88dc49858755fd190c75,Sicily & Sardinia,Isola dei Nuraghi,
370,3d605d42a8e13285c5e6016661f225fc,California,Green Valley,Sonoma
371,3d733493211a6f4d3622668711843695,Loire Valley,Savennières-Roche-Aux-Moines,
372,3d82752ed2a650157462a2f4445738a5,California,Sonoma County-Monterey County,California Other
373,3df3fee4cf64e6a3e20e7f165e705643,Helderberg,,
374,3df8a6ad5791aaea5860269aa8735c9d,Languedoc-Roussillon,Saint Guilhem le Désert,
375,3e156f8d014fc2c23f7e9c9a171bf9f5,Oregon,Oregon Other,
376,3e5ad51f2259cbfa9963e923f1cc68a2,Provence,Les Baux de Provence,
377,3e62351eae4879fce54668d5b4ed756f,Veneto,Prosecco del Veneto,
378,3e625895a9e3aed176cceacceee810f2,California,Spring Mountain District,Napa
379,3e83ce37d1f9e4c7ed99841e3db1d4d1,Tuscany,Chianti Rufina,
380,3e8c57a2a41a6f58a4bac392367103fc,Victoria,Central Victoria,
381,3ecaeab3e1e6469abba0c3bef4ef9d53,Portuguese Table Wine,,
382,3ef05cb1598afc9b8285bdb645e0f672,Central Italy,Colline Teatine,
383,3f014d1a288a8e3cb87e35f52a74ac27,Provence,Var,
384,3f073ad1983d9f74b26afa3f6c4db100,Piedmont,Ruché di Castagnole Monferrato,
385,3f36c3e9db6f1af0c0a8a3c5f328aac6,Central Italy,Colli Martani,
386,3f947a7defb6ca53426bd2ba2a97da1a,Texas,Texoma,
387,3fb9eb6afd78c72ce646e9d0a7784102,Languedoc-Roussillon,Muscat de Saint-Jean de Minervois,
388,3fbc20924f815275323324eff46c5238,Bordeaux,Côtes de Bourg,
389,3fea2c3df413df9e882bad4873baa678,Veneto,Valpolicella Classico Superiore Ripasso,
390,4005fd76395f846c8cc7be061aef8b97,Northern Spain,Pago de Arínzano,
391,407418631f9588d6ab520bf0a1d7631a,Southern Italy,Castel del Monte,
392,40ce9e9453a83071c833021a6107b425,Aconcagua Costa,,
393,40e8ea35625ffce4d14714050e3969ab,Tuscany,Vin Santo di Carmignano,
394,411da68f378eda6ae9e1d4d6a3e4ec87,Samson,,
395,41616f956082b23b05761daecf8cc95f,Languedoc-Roussillon,Picpoul de Pinet,
396,416bc1a291e23d0912162a7bae2e3c3a,Languedoc-Roussillon,Côtes du Roussillon Villages,
397,419b15d7a08e509c228471308ab72939,Madeira,,
398,41a85c2276eb0bf4a242b9fd6073e479,Bordeaux,Bordeaux,
399,41ac82fe58ee3a128bb9c5656d9db71d,Sicily & Sardinia,Nasco di Cagliari,
400,41fcb95d75aa3769c3f3445e854a0ac0,Pennsylvania,Pennsylvania,
401,42537f0fb56e31e20ab9c2305752087d,Brazil,,
402,42c5678f7165442ac1515b7f6580cfa3,Missouri,Missouri,
403,42e9bef96fc5cb1895e3e2b3bb5dcd2c,Central Italy,Cesanese del Piglio,
404,42f0759b8ac5cd1f5e525d6d3fef9d7b,Champagne,Champagne,
405,436e512ee6c62ce46516257285b1cd4d,Central Italy,Umbria,
406,43e2f3b09a36b656dedf336042a297b9,Languedoc-Roussillon,Minervois La Liviniere,
407,43ed3bf916e55f603337bcc0f8afd681,Veneto,Colli di Conegliano,
408,44435bf7653fe54256e7af9ca2a623cc,California,Yorkville Highlands,North Coast
409,4459b8e1d8b387a46451832d444464db,Veneto,Soave Classico,
410,44af86222da9e98a00945b899ee3c31b,Trás-os-Montes,,
411,44d221c061503107fe9d54c72d98a7b5,Central Spain,Tierra de Castilla,
412,44d4ffc0b4f0b7784e15061f78acc2e0,California,High Valley,
413,457f590bc0df65b1ac49c45d43177560,Loire Valley,Muscadet Coteaux de la Loire,
414,45aa3e304939ff58bd3fd2c1d2e5d645,South Australia,Barossa,
415,45be40225e5128fe078aa095ab58f683,California,Sonoma-Mendocino,North Coast
416,4603789e602004736ddd82b2926a81a0,Languedoc-Roussillon,Côtes Catalanes,
417,462078b9d2405bfce2667f8021543890,Rhône Valley,Vacqueyras,
418,4662bc56421443f085edbeb3ee4af39c,California,Napa-Mendocino-Sonoma-Marin,North Coast
419,46b5cac11a2ad9c6a4f6b200f7608280,Muzla,,
420,46be51a7573ab4e15635d33e31db8b63,Canelones,,
421,46f730142c8b9d32542ebef2d9e553c3,Württemberg,,
422,470b0c43bdcd467fe0e4fe4bc74a51c3,Loire Valley,Chinon,
423,4719c0f8edfb3e4647933c8975ab945c,Rapel Valley,,
424,47558fdbf1af3beed004e3849d59467d,Swartland,,
425,475c3fff9d77d364f3fdc84b82bfcf26,California,Sonoma County-Napa County,Napa-Sonoma
426,47a1f44f4f9a7aabcef0f0eea60a0b54,Piedmont,Strevi,
427,47b231eae4bf87fa405e34eb9273b741,Idaho,,
428,47b860a849545168c60ebcbfb0fcdfe7,Southern Italy,Coda di Volpe d'Irpinia,
429,47c2827fcb9818a95ce2b447a34ab870,Veneto,Soave Superiore,
430,47c8b9cdac2f81164341558c61e8bf5b,Sicily & Sardinia,Sicilia,
431,47f75f694386aa904dfa15057f04ba4f,Southern Italy,Colli di Salerno,
432,47fadfe01876fb40201221325f6dfeba,Southern Italy,Salice Salentino,
433,48165be04a4838baea0a904c2eeb9f1a,Veneto,Colli Euganei,
434,486ad8555f4f2fc61c038acb92ccd6f2,Tuscany,Chianti Colli Fiorentini,
435,48736be86c9f05e12f678d1c6f5d4d1f,Burgundy,Irancy,
436,487a8c2ecaa113d7eca452d34093c11f,Burgundy,Chevalier-Montrachet,
437,488cc9617ba1a61a786c641bda7f9ab3,Peloponnese,,
438,48ae2fe6680f8794ec9d6229268b7c3a,Provence,Bandol,
439,48afb3f406acc18e3fc275030aefe7f7,France Other,Roussette de Savoie,
440,48c714ac11bea5bae24c3b3ef69c4805,Beira Interior,,
441,49236813cca6b94fc4b1b23c1e5efdea,Central Italy,Verdicchio dei Castelli di Jesi,
442,495c034541e4b236f829f170cb168b4c,Northern Spain,Calatayud,
443,49718ea9bfe5f579ce8b974e5bb824c1,Rhône Valley,Ventoux,
444,4a40e201414f128a95a21b9a8be29e61,Loire Valley,Menetou-Salon,
445,4a6ba7794bd7fe7fd198911657581f62,Obidos,,
446,4a9fbfb4e7228edd5ec1430ddf021cb3,Southern Italy,Cacc’e Mmitte di Lucera,
447,4adadf95b4fbe21a511a1929f2b9c7b9,Waipara,,
448,4bb4918402407ccd8ce99e258daf1946,Western Australia,Great Southern,
449,4bb601b16ea70c7cdb3ba35484b40466,Central Spain,Madrid,
450,4bb8577b1e476fd42217a37e14c6a2e3,California,Mokelumne River,Central Valley
451,4bc1ce0baf7066f0613bed557adf60d7,Burgundy,,
452,4bc7eb2d1049c18d5088423ecc98ee48,Burgundy,Santenay,
453,4bd2069d629110acb4ca57218e55c920,California,Paicines,Central Coast
454,4bd4645554cf952b9ddeca2146fdb501,Vlootenburg,,
455,4bfbc7939e5dda24ed7e0ce45f2a109d,Veneto,Breganze,
456,4c1fa78f8241554ec402116eb4484c9c,New South Wales,Mudgee,
457,4c604dc51c804774fd0b558d0415d752,California,Sonoma,Sonoma
458,4ca6351ef187f297e2a88d2ef71946c6,Other,Famatina Valley,
459,4ce294c347aa50ef2bdc99d388ce36d3,Santa Catarina,,
460,4d4a1722d8e85909a576da2c42878ff0,Morocco,,
461,4d6143c6b524d655eee0367377a49d90,Burgundy,Clos de Lambrays,
462,4d8b7ddbe0b99335e4c8abb14837b388,South Australia,McLaren Vale-Adelaide Hills,
463,4da9b76d4ab8870edb89d056ba0d7db1,Dalmatian Coast,,
464,4e1062951612ac11dd0f3330c40a36bd,Lombardy,Lugana,
465,4e42d3bfdc61f17a298715f721443d15,Other,Pedernal Valley,
466,4e7fb3068d3cfdb4abd2f80f1a09465d,Tuscany,Bolgheri Superiore,
467,4eaadd8fdf5b1ba5fdf8742ae94de4df,Tuscany,Vernaccia di San Gimignano,
468,4ec90213e73cae6a85d8a50892f78437,Kakheti,,
469,4ed728c85ed61b0e8decc290e96ba461,Southwest France,Lot,
470,4ee6ab75f5f3724b5f3fe5ea82718294,Sicily & Sardinia,Nuragus di Cagliari,
471,4f465aa7f064053594f9a9fbde956ee4,Northeastern Italy,Friuli Aquileia,
472,4f5f5f0ff0fb12eccfe4a70c48abc2d5,Requinoa,,
473,4f982600caccf0b6497dea4ac6bed56e,California,Sonoma-Napa,Napa-Sonoma
474,4f9d52101578198503130bf2445ba994,Loire Valley,Pays de Loire,
475,4ff790842a53a4e35ea8b2fa7625e2a2,Oregon,Eola-Amity Hills,Willamette Valley
476,50c837390b24bb26a41de2e3f71e5e8e,California,Russian River Valley,Sonoma
477,50d42d7f28348bae50ccd6a852bebd64,Oregon,Polk County,Oregon Other
478,50f89361efaba5caee55e981993ed9ac,Cape Peninsula,,
479,513079474caec566a995637c1e701659,Tuscany,Maremma,
480,51471bed81501f520b64e9186052b8b9,Ribatejano,,
481,51800d96951663af6de07dd620f2bf01,Douro,,
482,518a88adbfa645ab58dba309712a23cf,Loire Valley,Châteaumeillant,
483,52132eadc814bc12586099501955e4a6,Virginia,Monticello,
484,5235e1ae8fc2528f72a37eb95e12255c,Thracian Valley,,
485,523bac9918be5f78f0ac3fedee0a7d5c,Rhône Valley,Cévennes,
486,523c9fc1cd45c3af87c4be23ca2cb962,Southwest France,Vin de Pays des Côtes de Gascogne,
487,529793a7b368f504a5a11070a5c69e1d,California,Red Hills Lake County,
488,52c6dec876f017f9c658b3a3534ccc8d,Rapsani,,
489,52e2525e6eeb11b560a86698dcbd81f9,Burgundy,Mâcon-Lugny,
490,52e7d7e8e3b6d2b4fa49ad06661b4e0e,Imathia,,
491,5323bacd9ea923d8458411a0062db763,France Other,Vin de Pays des Portes de Méditerranée,
492,5355ab621eb5c45bf4c60f4eca3a7899,Southwest France,Bergerac Rosé,
493,536cda0bbe7bf40c3f30769ed6514f30,Beaujolais,Brouilly,
494,5374cf013ead33816ba9cc3748f1cdc7,Burgundy,St.-Romain,
495,5387087896d2eb2e7f2d89f7817e0d6f,Languedoc-Roussillon,Vin de Pays de L'Aude,
496,53cf02c5c2f7376e25cc8c327b0ec484,Central Spain,Manchuela,
497,54058b9ce611270cd8210087ba3c400d,Primorska,,
498,541526fb25951d0e349281e013e5d6f6,California,California,California Other
499,54424926401aed4e2c069112934604c5,Other,Calchaquí Valley,
500,5457c99a6a76d952555de99a61f8d654,Szekszárd,,
501,54864313d5bd862382eb2df9c1339c15,South Australia,Wrattonbully,
502,55175ac45cb73c4b4ba492a0a750fd19,Piedmont,Langhe,
503,5526a83597c667bde20e85d5b4b07b4d,Central Italy,Cerasuolo d'Abruzzo,
504,552bc44350bc0e14a7fd727ad5d64baf,South Australia,Currency Creek-McLaren Vale,
505,5547baeda33255ad8f5307fc92cb589e,Macedonia,,
506,55499992d0c64274adac09f5069644ad,Catalonia,Alella,
507,5585e8ecf38adf2650c6ff2141433496,Central Italy,Sagrantino di Montefalco,
508,558cf05e37fea08cec838ee2ae0e02a5,Beaujolais,Morgon,
509,55f20765982aec81c5ec8d37db5e0630,Central Italy,Frascati Superiore,
510,560d4c6ff431c86546f3fcec72c748c7,Croatia,,
511,560f18316a1888e6194543b9e7f70104,Northeastern Italy,Friuli Colli Orientali,
512,56302c49d40700e561aadbc5b05d7e06,California,Clear Lake,
513,56307d6689dbb66d26c47ee3df57a398,Burgundy,Bourgogne Hautes Côtes de Nuits,
514,566898eaf28b2138007da06ac0d76b38,Southern Italy,Campi Flegrei,
515,567ecbfc766d0c0187bb3f5af8472903,Catalonia,Tarragona,
516,569dff23a57411f4c1a7d28c529c8a7d,Piedmont,Fara,
517,56a0759a45aa8a06cef38bd694be0067,California,Napa-Sonoma,North Coast
518,56bf1a1befd717ad4a5baf6e3acb04a8,Bordeaux,Médoc,
519,56e365af118efcb2638024751efd5fa3,Burgundy,Pouilly-Loché,
520,56f3ab892c05be7ba3fa4cb8d599606e,Bordeaux,Pomerol,
521,573ad19d284b4fd9d735c99dc94af893,Nelson,,
522,57da7ba64c25750c452ac2cd7a403e93,Dealu Mare,,
523,57e334eca1d4813a6748c74bd094e0e9,Hvar,,
524,5802081d87fe960e21a08b3acb0895ac,Burgundy,Meursault-Blagny,
525,580210772126f15286a56148c359ef6b,Northeastern Italy,Grave del Friuli,
526,58386bb9fd0c3265d194476814c2c90f,Mostar,,
527,584fcde084820b676ab64a7166c4a746,California,Lake-Sonoma-Napa,North Coast
528,585a5022d1db1685ac15c2a4df86e93d,Serra Gaúcha,,
529,588ff464de7177913baf58867e176cdd,Sicily & Sardinia,Alcamo,
530,595a85d063946045f17381a2df53ec0a,Burgundy,Clos de la Roche,
531,59eba1ee35add3aaf6dada8883dd59aa,Northern Spain,Vino de la Tierra de Zamora,
532,5a369f6fe6839ec5af20325ba3ff56a6,Viile Timis,,
533,5a4748ce3e62c5953d64548baea2c9aa,Loire Valley,Muscadet,
534,5a548c2f5875f10bf5614b7c258876cf,Israel,,
535,5a5d67a2b35ace09eb8bc1a0957a269f,Hawke's Bay,,
536,5aa64ca5a59dc38efe277da7fd3f346d,Sithonia,,
537,5ab3a63cc8e503123fc54db62d04ab44,Ontario,Short Hills Bench,
538,5ac0b31404ddcb7cde1d7c22f800284c,North Carolina,Swan Creek,
539,5ac964357cb02998b6f4b7be2c35a771,Zenata,,
540,5b00e9102979bc00c8ce4cf6d132498b,Northeastern Italy,Collio,
541,5b1b4325fa73c6caa91a1ab1c4cd1802,California,North Coast,North Coast
542,5b2735b4525762bca5ecd890bbc86443,Lombardy,Pavia,
543,5b9393f6076a3db5a9e889fab4ff9ae1,California,Central Valley,
544,5bc37e5d6a0c1d9d8ae386fcdf39eddd,Central Valley,,
545,5bd394e90efa6e4ce74de5a2bde682ec,Southwest France,Vin de Pays du Comté Tolosan,
546,5bfbf2b3f1119307ef773439ff4bc544,South Australia,Barossa Valley,
547,5c16b3d5bb68cc0e0854cb31d900974a,Southern Italy,Puglia,
548,5c272312084a83dfebe0e8e986be8b2b,Central Italy,Offida Passerina,
549,5c601b9f38576e4430f830441b2d27be,California,Santa Clara County,Central Coast
550,5c87dbfd7ea958c32410c941f7290e99,Juanico,,
551,5c8e8ddc99bb50e95ed2cfea5d8c6216,Piedmont,Diano d'Alba,
552,5cbbfa53915de0623b51a3f98cde86df,Bordeaux,Saint-Julien,
553,5cbfdc4f8f011c9b3587af2d54d97cc5,Victoria,King Valley,
554,5ce8eeba6a872f74ce536ee327f9b786,Burgundy,Bâtard-Montrachet,
555,5d3fdb6a051e233fd724d3a0fcca50f4,Waiheke Island,,
556,5d4b38d75f5379b52fb76504c4f39b95,South Australia,Southern Flinders Ranges,
557,5d69a1e86034480c39ed8a5d796d041e,Sicily & Sardinia,Menfi,
558,5d76782ccd41a46e8a3abd40a1f1b69e,Duriense,,
559,5d918c9bd941d8a05797021962d5f534,Central Italy,Offida Pecorino,
560,5dd390fc3f338893496a6598263c9a5d,France Other,Chignin-Bergeron,
561,5df0f603359c79aef114d9632a9a6564,California,Temecula Valley,South Coast
562,5e3c8c77d21837f889c9cf7385f6275c,Veneto,Valpolicella Valpantena,
563,5e4bde883f01abe47384cbc6e5a1514f,Victoria,Gippsland,
564,5eaca3430e3521411c1340e6763e928d,Mosel,,
565,5eb85bcf1e8f55510fc8cccf4d8ecbf4,Wiener Gemischter Satz,,
566,5efb3d720204372081fba5426f409269,Alentejo,,
567,5eff7bb5ac102274befb608fb8fdde46,Marlborough,,
568,5f10d90d209b9c362a62d28fc8381d63,Beaujolais,Beaujolais,
569,5f1259fa15a0dbc38d09f9bda332faff,South Australia,Clare Valley-Eden Valley,
570,5f471e6587a2a9030c806a53f6a6ab4f,Piedmont,Lessona,
571,5f590e64dc824c78ecbc558a9eb8f1f2,Ontario,St. David's Bench,
572,5f752fb859b2ff9eb5b56de8f841b73f,Northern Spain,Bierzo,
573,5fa39857df317523a03e5aac02ee6b18,Crete,,
574,5faa65393ba42c5df475f0763335fa8c,California,Carneros,Napa-Sonoma
575,601f9226a92f0a314068aa4395f65528,Vienna,,
576,604519604240e2370c4cad178812f3d1,Loire Valley,Savennières,
577,6059fc61cc651c0a593ea8f78a5a24d9,Wairau Valley,,
578,607d19dbd1f4d91663d495bbfff87ec1,Tuscany,Aleatico dell'Elba,
579,608a58aaa25ac1b09312e2831d771856,Southwest France,Bergerac,
580,608ba6a72b1d9aae92767fae89dbab7c,Loire Valley,Muscadet Sèvre et Maine,
581,608e90c84b0a429a571b6e09639855ad,Northeastern Italy,Friuli Grave,
582,60aaf44d4b562252c04db7f98497e9aa,Port,,
583,610bd05c302dff29e18e614d9832425a,Southwest France,Côtes de Montravel,
584,613ae082d5929694b1febfa8f1851c5d,Southern Italy,Brindisi,
585,6141423ca28df564c911b1d85c6d0a20,Ticino,,
586,61b215f56a1b693d642bc6755f4e6f19,Jonkershoek Valley,,
587,61d25847439a453633272ca94105c720,Guerrouane,,
588,62a7af88f86013e383adb7e0f74f35a0,Buin,,
589,63068983507e6cebf84fbf94c8fe13b7,Burgundy,Mâcon-Pierreclos,
590,631af4c83b27c656d4924d7085568e8d,Veneto,Recioto della Valpolicella Classico,
591,6322cd08be4e0be8a563ea352fc3b3d0,Lutzville Valley,,
592,63c35e6e5834d916e14579d89cdb4fd1,Burgundy,Morey-Saint-Denis,
593,63e77580776bff1569bdce0c9efddc7f,Washington,Washington,Washington Other
594,641d0759cfca919329405c5283497841,Cape Agulhas,,
595,641f3de32c6ad7eaee7c041cade9995a,Galicia,Rías Baixas,
596,64307898538f659fea0a5fb70a331828,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,
597,646c490db8f1951b717be6816af287e0,Wellington,,
598,647984a6e6b04447a542f3da7671a670,Burgundy,Pernand-Vergelesses,
599,6495606dc35df32d6f71104af4af46d8,Languedoc-Roussillon,Vin de Pays d'Oc,
600,64cdf055d04f538ca14f167259f3abb0,Thermenregion,,
601,64f607906be7598a02d75dbc1e979662,England,,
602,651e815e3e104882e69370f96eed19ab,Languedoc-Roussillon,Vin de Pays de Montferrand,
603,655ee71192e1d3d05f0dc379b1e57a35,Rhône Valley,Vin de Pays du Gard,
604,6563c5e993bc90992cd43b667745b90f,California,Napa Valley,Napa
605,657143469a05df96e47c1de4b7c2fcf4,Northern Spain,Rueda,
606,65bad0a13aa42c5d543b2e0d961cf5ae,New South Wales,Western Plains,
607,660dc8dbf812b5eab6461aa7ee49667b,South Australia,Riverland,
608,6631c310f6bff50d6607eb026b92aeb4,California,Guenoc Valley,
609,663e8f88b229054ec64804202e4382dc,Veneto,Prosecco di Valdobbiadene Superiore,
610,666e50574dd48bd1bf0dc82b6e61516d,Sicily & Sardinia,Vermentino di Sardegna,
611,666faef5f66e93a4c5fceb9a7268eda1,Mendoza Province,Valle de Uco,
612,66cf6d100b89d6ceb033ace1b13f25d3,Canterbury,,
613,66de26cad08699411ec694a7240c93ac,Kutjevo,,
614,678ec5d2545fef455e73bff4745ec314,New South Wales,Tumbarumba,
615,67ba631260f689da8baf5b5028b9b5db,Central Italy,Orvieto,
616,67c907052982bb3f6f4bd9531536cfc6,California,Paso Robles Highlands District,Central Coast
617,68761731fa917727ed5a5e525f14212f,California,Santa Lucia Highlands,Central Coast
618,688132e86f8da2db0ec1a0ff715a547c,Tuscany,Carmignano,
619,68d501ad0e314ae36c6035e98ff88237,Burgundy,Ladoix,
620,68dd5c5d1da2758d27c8907359b49373,Tuscany,Chianti Colli Aretini,
621,68dffcd3382d524a440485afb1c0693a,Northern Spain,Tierra del Viños de Zamora,
622,6912e74a3e869897cfc80985f19556e1,Languedoc-Roussillon,Gard,
623,69265dc9825f15e1e1b990dfda66cc33,Piedmont,Barolo,
624,695b1f4837a7ca01eb4764d551cb1791,California,Howell Mountain,Napa
625,69921bd056d02eb5db0e3716cc8d76e6,Central Italy,Torgiano,
626,69e2a8fb7ebafd6826aed3c47c1ee566,Northeastern Italy,Mitterberg,
627,6a269935fc29e417b7d7a3bde0c0cb06,Levante,Vino de la Tierra de Castelló,
628,6a60535ebd0cad863bcfff494a2963f6,North Carolina,North Carolina,
629,6aa544ca1973f664ee31ff61e7f8dac2,Victoria,Swan Hill,
630,6ac93e6cce05447ba22c3926b1b72fc1,Central Italy,Orvieto Classico,
631,6ad2824a3267780d84c01aeb6f4f1ccb,Krk,,
632,6afdb67868f3c6e57ac9f67923ebccb1,Burgundy,Beaune,
633,6b098b23f8039cf9c680af644462b0a4,Jidvei,,
634,6b49201454a5329db53f8b09f7f1b48b,California,Adelaida District,Central Coast
635,6b5933118112eb28f309c3ebe176a771,Burgundy,Bourgogne Gamay,
636,6b718641741f992e68ec3712718561b8,Greece,,
637,6b8ab5921242e3b5cd956ee5f9e66441,Bordeaux,Premieres Côtes de Blaye,
638,6bb7fc3d36de87f4e1f481d18a0f7c9b,Levante,Utiel-Requena,
639,6bc125eed669184e61ccc07154cba9d6,Catalonia,Catalonia,
640,6bd0a8d155e844a9e79ebf67f952ac7e,Shomron,,
641,6be11a90447e83367c2738ea1e4b6973,Southern Italy,Martina,
642,6c457e91671f21c4dcaee39914d64d01,Burgundy,Auxey-Duresses,
643,6c7f722b0c5ac1bd70be4ecc6fc0653e,Colorado,Colorado,
644,6cbbe3569b336ee15029aa2fb255b01f,Central Italy,Rubicone,
645,6cc575ffa82bd928211c7e7af9b06691,Southwest France,Côtes du Marmandais,
646,6ce4e4535189434403d9e4a7ae9e2fb2,Oregon,Rogue Valley,Southern Oregon
647,6d0660d08628c04aabb77bab146f79ad,Távora-Varosa,,
648,6d3071bb7e16d00573ca490120c09c18,Tuscany,Alta Valle della Greve,
649,6d5e830ff90981055b86ccf357b55918,South Australia,Adelaide,
650,6d8ff539199db0dc22d015d1958ba2ca,California,Santa Cruz County,Central Coast
651,6dbce24755692de0c1682d38302efc3a,Tulbagh,,
652,6dd88a621bcf04e9c37e265aa81ce128,Vinho Licoroso,,
653,6deba99a152df26958c523a6eac78898,Curicó and Leyda Valleys,,
654,6dfdec24339bd7d7c05ef5423fc11e30,South Australia,Barossa-Langhorne Creek,
655,6e532d841cd6618cb17079641125f4c4,Bordeaux,Pessac-Léognan,
656,6e5aa41f1c341052a108d4840e4a1078,Burgundy,Burgundy,
657,6e653361fb89152727c3153a0417f95c,Piekenierskloof,,
658,6ebefd421c494e7892d50c523009c07b,California,Napa,
659,6f00237b95b7349d382ccbe92a5f9f03,Black Sea Coastal,,
660,6f25d0a2e8b1b6bbe93d947a8a1ee60f,California,Temecula,South Coast
661,6f62c119eb74408b76b9b32e53b38cf5,Veneto,,
662,6f87593a9889b49bf3294ff368bb51a0,Moravia,,
663,6fab66c79770eadbba21f98357e214a2,Southwest France,Côtes de Duras,
664,6fdcef82fcd7ad1b15518132e63169c8,California,Madera,Central Valley
665,6feaeb9e09f8aed4a6551116f07b5cf1,Northern Spain,Rioja,
666,70315c268fd5b2fbfb3c9a8b5f9eebed,Lemesos,,
667,703c2cbce1d46c22250efa783a593722,Beira Atlantico,,
668,70719844f5845452a8d78256e12d5259,Central Italy,Controguerra,
669,7073322280d239541a9682bbeebb1e91,Valais,,
670,707a0ee160ad28d021adecf90a452a8f,Washington,Columbia Valley,
671,710c9c185e1d0e82bdf427db6a33b6ad,Coastal Region,,
672,710e4c67967b75449c1ad8f677348fc2,Rhône Valley,Tavel,
673,71318b6d4b9e707a0b0c6e58607ad0b1,Piedmont,Dolcetto di Dogliani,
674,715bddade4b03800435b352590c8804b,Veneto,Valpolicella Ripasso,
675,716506acc7255f105e6d046d83c0f87d,Panciu,,
676,717adeaf8828c92aa070bf4a645df33e,Northeastern Italy,Garda Classico,
677,7184f7e70a44651fa1fbbc1c67a3ca2b,California,Malibu Coast,South Coast
678,72102509e861398aa441c9cf47ce91e5,Bordeaux,Pauillac,
679,727ba7b8508b2714cc16e387727f77df,Sopron,,
680,727c4edcb91d5fb6d2f4b3e564d6c9be,Burgundy,La Romanée,
681,728c212c21bffd8e8311d896a804f695,Vinho Verde,,
682,72b01ea5b76c0e55f5d064e6781238a7,California,Napa County-Sonoma County-Lake County,North Coast
683,72e2d4249e926dcddb4acfdd4ce15e7f,Loire Valley,Anjou Villages Brissac,
684,72fe0e8b0c145a2234feea46d48e2391,Sicily & Sardinia,Moscato di Pantelleria,
685,73470bb72582929a9156d3c3b0431571,Piedmont,Barbera d'Alba Superiore,
686,73552cf1b5e42298b22277d890ebb8d0,Lombardy,Terre di Franciacorta,
687,7355f1c7a5da5532e8b263a2482ae5da,Burgundy,Côte Chalonnaise,
688,736b4efa96473124be7e5a59188fe1e2,Tuscany,Chianti Montalbano,
689,7374146c0d092bd60a9dd53a5d3c1386,Piedmont,Barbaresco,
690,73a5a7b665d5f5abbdffda89bff0da54,Österreichischer Perlwein,,
691,73bfa6139d99c00859ff4253faa0a17b,Österreichischer Sekt,,
692,73e51e99462b75aef0a2d734ca61c3d5,Victoria,Beechworth,
693,74287273f36787f191b505525edafe69,Burgundy,Chapelle-Chambertin,
694,744a4964e7a14de4670fb9b178e44fde,Rheinhessen,,
695,745531c1b0578898e203fc03dc43f278,Veneto,Recioto della Valpolicella,
696,74d2f67a6a6c6ec16a48be20aa8f7f92,Central Italy,Colli Perugini,
697,75497a22409db78dcc52c291e078bc10,Uruguay,,
698,756bd9d3c123f59fcccf4748692072a7,Rhône Valley,Luberon,
699,75b43a72911661944a58f1e3ea586c28,Western Cape,,
700,75ca4732a78fb9f521c8624b53a78979,Central Italy,San Marino,
701,75ce66b38d2c68ec0f821471eab661c2,California,San Luis Obispo County,Central Coast
702,75ed6405449292edaaa615b56317c58c,Rhône Valley,Côte Rôtie,
703,764ab65e915d8fba1d3c94c6c19260df,Leyda Valley-Maipo Valley,,
704,765e58f7c0a70875be3a5ed8059cc8fb,California,Knights Valley,Sonoma
705,768856e6fc8057228af8feca5f867a8c,California,North Coast,
706,769e6e1eff9a2c13bd7cef4ab04734cd,Bordeaux,Vin de Pays de l'Atlantique,
707,77067f9ab11bec433d3a121bd7eb7129,Istria,,
708,7711d3662555fbecf916d3d74c7ed686,California,Pine Mountain-Cloverdale Peak,Sonoma
709,77d4068dbd6972d06ca1b9fcf4a7370d,Burgundy,Pommard,
710,78136e6ca9c3e2d97fde7730d0ea8a63,Other,Río Negro Valley,
711,78330e01cfa36bec724d6a9ac5c4b6f1,Victoria,Geelong,
712,7850d5d9bed44915262514e2a70ebe81,Washington,Red Mountain,Columbia Valley
713,788493ad8c9dc0c4651fb59d9569b3d3,Pirque,,
714,7894968ad59c448ad7fe5f96e4581351,Connecticut,Western Connecticut Highlands,
715,78eab271e74edbdcd8bc4980fc26f146,Tuscany,Bolgheri,
716,7914646d69fab2065a05eb6a3286c8e5,California,York Mountain,Central Coast
717,7914d7199ae6252aef919bc0f1fbfb4d,Goumenissa,,
